gen,pop-id, pop-size, hetero., mean-phenotype, optimal-phenotype
1796,p1,1381,7.08513e-05,10.0368,10
1797,p1,1260,7.07027e-05,10.022,10
1798,p1,1183,7.04596e-05,10.048,10
1799,p1,1319,7.03323e-05,10.0415,10
1800,p1,1438,7.00201e-05,10.0286,10
1801,p1,1280,7.01885e-05,10.0515,10
1802,p1,1379,7.15847e-05,10.0399,10
1803,p1,1348,6.94257e-05,10.0544,10
1804,p1,1266,6.88152e-05,10.0513,10
1805,p1,1338,6.93654e-05,10.0445,10
1806,p1,1284,6.98251e-05,10.0427,10
1807,p1,1279,6.89153e-05,10.0723,10
1808,p1,1281,6.86742e-05,10.0564,10
1809,p1,1278,6.88969e-05,10.0758,10
1810,p1,1441,6.87817e-05,10.0785,10
1811,p1,1316,6.93147e-05,10.0645,10
1812,p1,1349,6.95093e-05,10.0664,10
1813,p1,1388,6.91875e-05,10.0643,10
1814,p1,1203,6.80288e-05,10.0616,10
1815,p1,1430,6.83903e-05,10.062,10
1816,p1,1272,6.93659e-05,10.0637,10
1817,p1,1272,7.02711e-05,10.0682,10
1818,p1,1321,6.90825e-05,10.0684,10
1819,p1,1365,7.00979e-05,10.0606,10
1820,p1,1255,7.1203e-05,10.0926,10
1821,p1,1308,7.0855e-05,10.0888,10
1822,p1,1317,7.0567e-05,10.1113,10
1823,p1,1484,7.09449e-05,10.076,10
1824,p1,1317,7.04316e-05,10.0754,10
1825,p1,1302,6.89418e-05,10.0756,10
1826,p1,1388,6.92308e-05,10.0691,10
1827,p1,1285,6.97794e-05,10.0637,10
1828,p1,1276,6.83963e-05,10.0551,10
1829,p1,1362,6.90999e-05,10.0654,10
1830,p1,1248,7.12888e-05,10.066,10
1831,p1,1337,6.98903e-05,10.0613,10
1832,p1,1285,7.0597e-05,10.055,10
1833,p1,1233,6.86835e-05,10.0643,10
1834,p1,1367,6.86263e-05,10.0714,10
1835,p1,1286,6.93573e-05,10.0607,10
1836,p1,1330,7.00435e-05,10.0633,10
1837,p1,1438,6.94881e-05,10.0614,10
1838,p1,1286,6.98308e-05,10.0623,10
1839,p1,1381,6.92406e-05,10.0539,10
1840,p1,1276,6.88911e-05,10.0434,10
1841,p1,1303,7.00902e-05,10.0571,10
1842,p1,1416,7.12673e-05,10.0641,10
1843,p1,1232,6.98397e-05,10.0681,10
1844,p1,1286,6.95855e-05,10.0697,10
1845,p1,1304,7.07315e-05,10.0717,10
1846,p1,1385,7.06386e-05,10.0614,10
1847,p1,1407,7.12683e-05,10.0792,10
1848,p1,1333,7.08271e-05,10.0632,10
1849,p1,1240,7.01441e-05,10.0536,10
1850,p1,1363,7.10438e-05,10.0806,10
1851,p1,1445,7.10245e-05,10.062,10
1852,p1,1252,7.14909e-05,10.043,10
1853,p1,1354,7.16869e-05,10.0786,10
1854,p1,1310,6.96095e-05,10.0902,10
1855,p1,1393,7.08613e-05,10.0916,10
1856,p1,1287,7.17144e-05,10.0758,10
1857,p1,1258,7.15787e-05,10.0891,10
1858,p1,1418,7.10533e-05,10.0811,10
1859,p1,1278,7.13053e-05,10.0851,10
1860,p1,1226,7.02953e-05,10.0912,10
1861,p1,1375,7.17043e-05,10.094,10
1862,p1,1403,7.05184e-05,10.0746,10
1863,p1,1113,7.00237e-05,10.0889,10
1864,p1,1408,6.96058e-05,10.067,10
1865,p1,1316,7.05988e-05,10.038,10
1866,p1,1350,7.12644e-05,10.0521,10
1867,p1,1309,7.1619e-05,10.0401,10
1868,p1,1360,7.04079e-05,10.0592,10
1869,p1,1232,7.09116e-05,10.0488,10
1870,p1,1296,7.21404e-05,10.0318,10
1871,p1,1337,7.25067e-05,10.0198,10
1872,p1,1291,7.17544e-05,10.0253,10
1873,p1,1302,7.23393e-05,10.0271,10
1874,p1,1370,7.23929e-05,10.0235,10
1875,p1,1393,7.2305e-05,10.0348,10
1876,p1,1457,7.42663e-05,10.0208,10
1877,p1,1311,7.35735e-05,10.0159,10
1878,p1,1381,7.40241e-05,10.0286,10
1879,p1,1319,7.26284e-05,10.022,10
1880,p1,1386,7.35781e-05,10.0198,10
1881,p1,1370,7.43237e-05,10.0069,10
1882,p1,1249,7.31058e-05,10.0237,10
1883,p1,1369,7.30486e-05,10.0358,10
1884,p1,1309,7.27383e-05,10.0128,10
1885,p1,1246,7.33585e-05,10.072,10
1886,p1,1436,7.253e-05,10.0617,10
1887,p1,1362,7.20841e-05,10.0366,10
1888,p1,1265,7.18401e-05,10.0228,10
1889,p1,1218,7.03069e-05,10.0339,10
1890,p1,1227,7.03418e-05,10.0218,10
1891,p1,1439,7.07651e-05,10.0449,10
1892,p1,1297,7.09619e-05,10.0056,10
1893,p1,1153,7.19671e-05,10.025,10
1894,p1,1321,7.17953e-05,10.0218,10
1895,p1,1372,7.21945e-05,9.99445,10
1896,p1,1190,7.2716e-05,9.99456,10
1897,p1,1337,7.15351e-05,10.0206,10
1898,p1,1351,7.1522e-05,10.021,10
1899,p1,1326,7.1965e-05,10.0089,10
1900,p1,1285,7.11596e-05,10.048,10
1901,p1,1421,7.26349e-05,10.03,10
1902,p1,1204,7.25938e-05,10.0152,10
1903,p1,1324,7.22409e-05,10.018,10
1904,p1,1405,7.36318e-05,10.0224,10
1905,p1,1253,7.39598e-05,10.0041,10
1906,p1,1338,7.49486e-05,10.0008,10
1907,p1,1351,7.46182e-05,9.99789,10
1908,p1,1245,7.41754e-05,10.0282,10
1909,p1,1391,7.42427e-05,10.0046,10
1910,p1,1345,7.39768e-05,10.006,10
1911,p1,1362,7.38489e-05,10.0218,10
1912,p1,1253,7.36754e-05,10.0366,10
1913,p1,1292,7.36425e-05,10.0361,10
1914,p1,1466,7.3521e-05,10.0394,10
1915,p1,1179,7.25635e-05,10.0339,10
1916,p1,1251,7.42793e-05,10.0505,10
1917,p1,1294,7.3325e-05,10.0505,10
1918,p1,1295,7.33383e-05,10.044,10
1919,p1,1413,7.34019e-05,10.0528,10
1920,p1,1408,7.33747e-05,10.0345,10
1921,p1,1204,7.12895e-05,10.0414,10
1922,p1,1310,7.23288e-05,10.0182,10
1923,p1,1345,7.21275e-05,10.0379,10
1924,p1,1224,7.26048e-05,10.0282,10
1925,p1,1440,7.19874e-05,10.0256,10
1926,p1,1348,7.36667e-05,10.0104,10
1927,p1,1218,7.38805e-05,10.0167,10
1928,p1,1362,7.41583e-05,10.0256,10
1929,p1,1334,7.30992e-05,10.0203,10
1930,p1,1376,7.34614e-05,10.0447,10
1931,p1,1176,7.49846e-05,10.0077,10
1932,p1,1362,7.41728e-05,10.0123,10
1933,p1,1437,7.40207e-05,10.0094,10
1934,p1,1345,7.43651e-05,9.99926,10
1935,p1,1219,7.36788e-05,10.0184,10
1936,p1,1329,7.41373e-05,9.99928,10
1937,p1,1363,7.35934e-05,9.9878,10
1938,p1,1317,7.33868e-05,9.98482,10
1939,p1,1165,7.25118e-05,9.9996,10
1940,p1,1370,7.45597e-05,10.0172,10
1941,p1,1227,7.34704e-05,10.0072,10
1942,p1,1323,7.41366e-05,10.0053,10
1943,p1,1422,7.43206e-05,10.03,10
1944,p1,1251,7.39284e-05,10.023,10
1945,p1,1322,7.50523e-05,9.98558,10
1946,p1,1170,7.35899e-05,9.98876,10
1947,p1,1410,7.40566e-05,10.0145,10
1948,p1,1108,7.50805e-05,9.96395,10
1949,p1,1313,7.44563e-05,9.98055,10
1950,p1,1298,7.42185e-05,9.97313,10
1951,p1,1328,7.5088e-05,9.98708,10
1952,p1,1300,7.46258e-05,9.99968,10
1953,p1,1269,7.64301e-05,9.97103,10
1954,p1,1336,7.61683e-05,9.9601,10
1955,p1,1363,7.46086e-05,9.99698,10
1956,p1,1344,7.45192e-05,10.0157,10
1957,p1,1149,7.48246e-05,10.0093,10
1958,p1,1416,7.40137e-05,10.0391,10
1959,p1,1399,7.504e-05,10.0116,10
1960,p1,1352,7.36608e-05,9.99801,10
1961,p1,1247,7.43052e-05,9.99347,10
1962,p1,1334,7.35128e-05,9.99918,10
1963,p1,1309,7.42042e-05,10.0074,10
1964,p1,1163,7.35742e-05,10.0098,10
1965,p1,1342,7.38111e-05,9.99359,10
1966,p1,1386,7.34339e-05,9.99695,10
1967,p1,1277,7.34118e-05,10.0051,10
1968,p1,1174,7.31302e-05,9.97851,10
1969,p1,1384,7.39181e-05,9.97216,10
1970,p1,1317,7.27542e-05,9.95921,10
1971,p1,1288,7.30271e-05,9.95306,10
1972,p1,1237,7.34415e-05,9.95794,10
1973,p1,1218,7.33069e-05,9.95876,10
1974,p1,1259,7.37422e-05,9.98054,10
1975,p1,1381,7.34788e-05,10.0077,10
1976,p1,1291,7.27552e-05,9.96434,10
1977,p1,1163,7.485e-05,9.94546,10
1978,p1,1376,7.29894e-05,9.98245,10
1979,p1,1315,7.32295e-05,9.97267,10
1980,p1,1342,7.31421e-05,9.96364,10
1981,p1,1267,7.29586e-05,9.95438,10
1982,p1,1267,7.32617e-05,9.98326,10
1983,p1,1375,7.25812e-05,9.97745,10
1984,p1,1430,7.31543e-05,9.9846,10
1985,p1,1176,7.19454e-05,9.97713,10
1986,p1,1380,7.19496e-05,9.98099,10
1987,p1,1286,7.17342e-05,9.97716,10
1988,p1,1198,7.1667e-05,9.96198,10
1989,p1,1338,7.15423e-05,9.96355,10
1990,p1,1241,7.26548e-05,9.9722,10
1991,p1,1500,7.3e-05,9.99726,10
1992,p1,1351,7.18631e-05,9.99849,10
1993,p1,1195,7.36096e-05,9.99338,10
1994,p1,1219,7.32412e-05,9.98422,10
1995,p1,1333,7.33462e-05,9.9767,10
1996,p1,1296,7.1599e-05,9.99117,10
1997,p1,1330,7.2488e-05,9.97353,10
1998,p1,1282,7.19902e-05,9.99208,10
1999,p1,1196,7.02645e-05,10.0032,10
2000,p1,1348,7.00828e-05,9.99511,10
2001,p1,1386,7.19017e-05,9.99197,10
2002,p1,1353,7.10394e-05,9.97835,10
2003,p1,1221,7.03434e-05,9.97609,10
2004,p1,1399,7.24265e-05,10.0083,10
2005,p1,1276,7.15316e-05,10.0005,10
2006,p1,1332,7.16029e-05,9.97437,10
2007,p1,1289,7.04817e-05,9.98917,10
2008,p1,1120,7.07656e-05,9.99193,10
2009,p1,1346,7.15582e-05,9.99524,10
2010,p1,1352,7.194e-05,9.99394,10
2011,p1,1322,7.0391e-05,9.96322,10
2012,p1,1250,7.15399e-05,9.9986,10
2013,p1,1152,7.2581e-05,9.99792,10
2014,p1,1429,7.21358e-05,9.99474,10
2015,p1,1211,7.24634e-05,9.97407,10
2016,p1,1307,7.16904e-05,9.97809,10
2017,p1,1415,7.17179e-05,9.98946,10
2018,p1,1376,7.22271e-05,10.0079,10
2019,p1,1257,7.32851e-05,9.97298,10
2020,p1,1290,7.28423e-05,9.98919,10
2021,p1,1286,6.99569e-05,10.0085,10
2022,p1,1272,7.12652e-05,10.0264,10
2023,p1,1262,7.34614e-05,10.0039,10
2024,p1,1366,7.34023e-05,9.99783,10
2025,p1,1290,7.16285e-05,10.0075,10
2026,p1,1159,7.15644e-05,10.0071,10
2027,p1,1323,7.32962e-05,10.0094,10
2028,p1,1279,7.19315e-05,9.9787,10
2029,p1,1280,7.23994e-05,9.98051,10
2030,p1,1204,7.23356e-05,9.99267,10
2031,p1,1445,7.16231e-05,9.98839,10
2032,p1,1411,7.33172e-05,9.97784,10
2033,p1,1269,7.3484e-05,9.97903,10
2034,p1,1317,7.27468e-05,9.98936,10
2035,p1,1473,7.12811e-05,9.98456,10
2036,p1,1217,7.2508e-05,9.9834,10
2037,p1,1271,7.42424e-05,9.98807,10
2038,p1,1277,7.07737e-05,10.0131,10
2039,p1,1338,7.33564e-05,9.98515,10
2040,p1,1350,7.23066e-05,9.98509,10
2041,p1,1272,7.01028e-05,10.0021,10
2042,p1,1348,7.26676e-05,9.99627,10
2043,p1,1348,7.2768e-05,9.99778,10
2044,p1,1267,7.24348e-05,10.0015,10
2045,p1,1458,7.1263e-05,9.97879,10
2046,p1,1262,6.88598e-05,9.99781,10
2047,p1,1272,6.89319e-05,10.0062,10
2048,p1,1385,7.04501e-05,9.99994,10
2049,p1,1251,7.10497e-05,9.98325,10
2050,p1,1201,7.07439e-05,9.99951,10
2051,p1,1336,7.16951e-05,9.98898,10
2052,p1,1450,7.11951e-05,9.97783,10
2053,p1,1288,7.21558e-05,9.99634,10
2054,p1,1234,7.28018e-05,10,10
2055,p1,1451,7.07071e-05,10.0079,10
2056,p1,1301,7.2542e-05,9.98095,10
2057,p1,1328,7.14865e-05,9.98404,10
2058,p1,1374,7.26773e-05,9.96039,10
2059,p1,1270,7.14513e-05,9.98309,10
2060,p1,1293,7.16871e-05,9.97306,10
2061,p1,1477,7.1305e-05,9.99602,10
2062,p1,1306,7.14345e-05,10.0029,10
2063,p1,1197,7.02732e-05,10.0326,10
2064,p1,1332,7.02255e-05,10.0378,10
2065,p1,1233,7.171e-05,10.0107,10
2066,p1,1337,7.07554e-05,10.0092,10
2067,p1,1481,6.93398e-05,10.0083,10
2068,p1,1414,6.95069e-05,10.0241,10
2069,p1,1186,7.07028e-05,10.0029,10
2070,p1,1468,7.13273e-05,10.0084,10
2071,p1,1436,7.23317e-05,10.0105,10
2072,p1,1268,7.26142e-05,10.0024,10
2073,p1,1266,7.1915e-05,9.98949,10
2074,p1,1274,7.18239e-05,10.0023,10
2075,p1,1367,7.24647e-05,10.0156,10
2076,p1,1229,7.37932e-05,10.0116,10
2077,p1,1321,7.29684e-05,9.98481,10
2078,p1,1337,7.34218e-05,10.0155,10
2079,p1,1373,7.29596e-05,10.0099,10
2080,p1,1245,7.16194e-05,9.99455,10
2081,p1,1396,7.2395e-05,9.99681,10
2082,p1,1381,7.29048e-05,10.0173,10
2083,p1,1181,7.37796e-05,10.0344,10
2084,p1,1364,7.45696e-05,9.99792,10
2085,p1,1294,7.46016e-05,9.98418,10
2086,p1,1378,7.50481e-05,9.98217,10
2087,p1,1231,7.45205e-05,10.0204,10
2088,p1,1268,7.62479e-05,10.009,10
2089,p1,1474,7.45057e-05,9.9992,10
2090,p1,1299,7.65976e-05,9.98685,10
2091,p1,1179,7.42863e-05,10.0082,10
2092,p1,1347,7.41887e-05,10.0164,10
2093,p1,1403,7.36048e-05,10.0024,10
2094,p1,1247,7.34914e-05,9.97394,10
2095,p1,1383,7.45602e-05,10.0022,10
2096,p1,1433,7.33195e-05,9.99454,10
2097,p1,1215,7.24937e-05,9.98719,10
2098,p1,1370,7.26179e-05,9.98363,10
2099,p1,1366,7.19583e-05,9.98665,10
2100,p1,1280,7.22897e-05,9.94357,10
2101,p1,1326,7.13867e-05,9.97658,10
2102,p1,1354,7.11125e-05,9.98055,10
2103,p1,1394,7.37963e-05,9.97806,10
2104,p1,1403,7.29873e-05,9.98644,10
2105,p1,1225,7.26728e-05,9.97412,10
2106,p1,1246,7.3063e-05,9.97936,10
2107,p1,1430,7.51885e-05,9.97857,10
2108,p1,1300,7.48658e-05,9.98553,10
2109,p1,1121,7.4503e-05,9.98317,10
2110,p1,1448,7.43058e-05,10.0028,10
2111,p1,1268,7.55316e-05,9.98788,10
2112,p1,1393,7.49442e-05,10.0073,10
2113,p1,1219,7.60829e-05,9.99382,10
2114,p1,1299,7.49588e-05,9.99858,10
2115,p1,1272,7.48919e-05,9.98426,10
2116,p1,1421,7.39462e-05,9.98353,10
2117,p1,1267,7.51213e-05,9.99411,10
2118,p1,1353,7.38321e-05,9.98753,10
2119,p1,1348,7.51637e-05,9.96513,10
2120,p1,1436,7.38534e-05,9.97819,10
2121,p1,1172,7.37781e-05,9.9793,10
2122,p1,1309,7.35556e-05,9.96603,10
2123,p1,1298,7.37934e-05,9.97388,10
2124,p1,1373,7.43176e-05,9.95772,10
2125,p1,1296,7.26302e-05,9.9783,10
2126,p1,1252,7.5194e-05,9.96119,10
2127,p1,1303,7.56885e-05,9.97711,10
2128,p1,1300,7.46532e-05,9.99683,10
2129,p1,1408,7.33009e-05,9.99352,10
2130,p1,1250,7.54427e-05,9.9916,10
2131,p1,1179,7.43913e-05,9.98154,10
2132,p1,1346,7.40131e-05,9.97507,10
2133,p1,1205,7.35823e-05,9.97681,10
2134,p1,1339,7.4099e-05,9.95844,10
2135,p1,1364,7.33448e-05,9.96406,10
2136,p1,1230,7.46692e-05,9.97031,10
2137,p1,1322,7.57765e-05,9.9635,10
2138,p1,1318,7.61104e-05,9.98334,10
2139,p1,1365,7.7588e-05,9.97425,10
2140,p1,1272,7.7477e-05,9.98626,10
2141,p1,1253,7.85185e-05,9.99727,10
2142,p1,1276,7.61085e-05,9.98651,10
2143,p1,1375,7.78068e-05,9.95468,10
2144,p1,1343,7.6489e-05,9.9658,10
2145,p1,1364,7.83903e-05,9.96991,10
2146,p1,1227,7.71314e-05,9.97009,10
2147,p1,1385,7.66397e-05,9.97456,10
2148,p1,1300,7.78089e-05,9.98428,10
2149,p1,1252,7.906e-05,9.9771,10
2150,p1,1287,7.89765e-05,9.96896,10
2151,p1,1388,7.98134e-05,9.98746,10
2152,p1,1274,7.98741e-05,9.98207,10
2153,p1,1300,7.95909e-05,9.95649,10
2154,p1,1312,7.87077e-05,9.9692,10
2155,p1,1210,8.00595e-05,9.96883,10
2156,p1,1359,8.02561e-05,9.94942,10
2157,p1,1348,7.72985e-05,9.95835,10
2158,p1,1293,7.80568e-05,9.98258,10
2159,p1,1269,7.7462e-05,9.97881,10
2160,p1,1366,7.60226e-05,9.99518,10
2161,p1,1465,7.65216e-05,9.99439,10
2162,p1,1349,7.63486e-05,9.9784,10
2163,p1,1274,7.80021e-05,9.98009,10
2164,p1,1322,7.84499e-05,9.96179,10
2165,p1,1236,7.66253e-05,9.97989,10
2166,p1,1291,7.5907e-05,9.99413,10
2167,p1,1299,7.61473e-05,9.99297,10
2168,p1,1360,7.65901e-05,9.98434,10
2169,p1,1305,7.45279e-05,10.0079,10
2170,p1,1307,7.52034e-05,9.99651,10
2171,p1,1323,7.69594e-05,9.97744,10
2172,p1,1257,7.51646e-05,9.99205,10
2173,p1,1270,7.84627e-05,9.98877,10
2174,p1,1431,7.8468e-05,9.99623,10
2175,p1,1311,7.62188e-05,9.98397,10
2176,p1,1293,7.85771e-05,9.99868,10
2177,p1,1336,7.77363e-05,10.0075,10
2178,p1,1378,7.86583e-05,9.99051,10
2179,p1,1389,8.02017e-05,9.99268,10
2180,p1,1242,8.0862e-05,10.0064,10
2181,p1,1296,7.94416e-05,9.99603,10
2182,p1,1353,7.91415e-05,10.0019,10
2183,p1,1335,8.12568e-05,9.97576,10
2184,p1,1261,7.98489e-05,10.0191,10
2185,p1,1285,7.89967e-05,10.0043,10
2186,p1,1461,8.18485e-05,9.98636,10
2187,p1,1248,8.0427e-05,9.98397,10
2188,p1,1254,7.96214e-05,9.97148,10
2189,p1,1406,7.73583e-05,9.98034,10
2190,p1,1240,7.69585e-05,10.0109,10
2191,p1,1299,7.49492e-05,9.98349,10
2192,p1,1231,7.43456e-05,9.9991,10
2193,p1,1236,7.29127e-05,9.98157,10
2194,p1,1413,7.27645e-05,9.9946,10
2195,p1,1346,7.59602e-05,10.0165,10
2196,p1,1274,7.59124e-05,9.99017,10
2197,p1,1336,7.39758e-05,10.006,10
2198,p1,1356,7.4222e-05,9.99195,10
2199,p1,1258,7.40455e-05,10.0244,10
2200,p1,1269,7.19664e-05,9.97961,10
2201,p1,1336,7.06059e-05,9.97602,10
2202,p1,1341,6.88903e-05,9.98667,10
2203,p1,1260,7.16757e-05,9.96801,10
2204,p1,1253,7.25914e-05,9.97396,10
2205,p1,1268,7.00505e-05,9.99027,10
2206,p1,1352,7.02514e-05,9.9764,10
2207,p1,1222,7.0686e-05,10.0036,10
2208,p1,1368,6.94721e-05,9.96699,10
2209,p1,1354,6.7223e-05,9.97096,10
2210,p1,1276,6.8739e-05,9.97877,10
2211,p1,1286,6.88615e-05,10.0056,10
2212,p1,1384,6.57578e-05,9.97113,10
2213,p1,1314,6.42724e-05,9.96856,10
2214,p1,1205,6.40903e-05,9.95835,10
2215,p1,1286,6.15023e-05,9.94935,10
2216,p1,1273,6.40033e-05,9.97398,10
2217,p1,1268,6.64248e-05,9.95944,10
2218,p1,1367,6.77092e-05,9.94288,10
2219,p1,1127,6.64642e-05,9.95567,10
2220,p1,1354,6.67085e-05,9.94453,10
2221,p1,1393,6.20044e-05,9.94141,10
2222,p1,1349,6.21771e-05,9.94906,10
2223,p1,1295,6.19716e-05,9.96611,10
2224,p1,1308,6.19607e-05,9.98925,10
2225,p1,1305,5.81212e-05,9.99385,10
2226,p1,1282,5.65248e-05,9.96362,10
2227,p1,1268,6.21863e-05,9.96002,10
2228,p1,1335,6.07074e-05,9.9768,10
2229,p1,1403,5.9316e-05,9.9666,10
2230,p1,1372,5.6765e-05,9.96851,10
2231,p1,1267,5.7549e-05,9.95704,10
2232,p1,1341,5.85663e-05,9.9604,10
2233,p1,1262,5.87663e-05,9.96987,10
2234,p1,1376,5.86756e-05,9.97576,10
2235,p1,1406,6.07489e-05,9.98733,10
2236,p1,1376,6.21092e-05,9.99421,10
2237,p1,1275,6.16954e-05,9.97462,10
2238,p1,1253,6.05432e-05,9.9898,10
2239,p1,1389,6.15281e-05,9.9941,10
2240,p1,1246,6.09309e-05,9.97042,10
2241,p1,1270,5.80012e-05,9.96158,10
2242,p1,1495,5.9496e-05,9.9633,10
2243,p1,1259,6.2616e-05,9.99634,10
2244,p1,1071,5.91425e-05,9.97651,10
2245,p1,1394,5.80939e-05,9.96439,10
2246,p1,1277,5.81428e-05,9.97546,10
2247,p1,1324,5.78294e-05,9.98037,10
2248,p1,1291,5.62564e-05,9.99023,10
2249,p1,1511,5.72896e-05,9.974,10
2250,p1,1341,5.50898e-05,9.99187,10
2251,p1,1256,5.26479e-05,9.97857,10
2252,p1,1491,5.54918e-05,9.98276,10
2253,p1,1200,5.83949e-05,10.0112,10
2254,p1,1306,5.60139e-05,10.0008,10
2255,p1,1436,5.834e-05,9.99568,10
2256,p1,1476,5.51687e-05,9.99753,10
2257,p1,1231,5.54833e-05,9.97804,10
2258,p1,1266,5.3918e-05,9.97181,10
2259,p1,1278,5.97246e-05,9.99603,10
2260,p1,1336,5.7692e-05,10.0266,10
2261,p1,1358,5.32156e-05,10.0213,10
2262,p1,1387,5.68498e-05,10.0123,10
2263,p1,1325,5.72772e-05,10.018,10
2264,p1,1283,5.59711e-05,9.9818,10
2265,p1,1327,5.85779e-05,10.0106,10
2266,p1,1320,5.84138e-05,10.0039,10
2267,p1,1371,5.60046e-05,10.0131,10
2268,p1,1277,5.60245e-05,10.021,10
2269,p1,1255,5.77849e-05,10.0162,10
2270,p1,1439,5.77331e-05,10.0056,10
2271,p1,1205,5.6802e-05,9.99644,10
2272,p1,1299,5.79171e-05,10.0073,10
2273,p1,1311,5.89434e-05,9.96642,10
2274,p1,1303,5.8154e-05,9.99846,10
2275,p1,1362,5.90753e-05,9.99903,10
2276,p1,1335,5.80833e-05,9.98576,10
2277,p1,1259,5.83721e-05,10.0049,10
2278,p1,1390,6.16861e-05,10.0188,10
2279,p1,1335,5.90767e-05,10.0288,10
2280,p1,1203,5.80155e-05,10.0442,10
2281,p1,1274,5.78815e-05,10.0144,10
2282,p1,1393,5.52015e-05,10.0264,10
2283,p1,1345,5.54094e-05,10.0409,10
2284,p1,1378,5.71611e-05,10.0483,10
2285,p1,1190,5.54733e-05,10.0169,10
2286,p1,1291,5.5809e-05,10.0258,10
2287,p1,1294,5.73319e-05,10.0108,10
2288,p1,1422,5.5114e-05,9.97857,10
2289,p1,1379,5.60756e-05,10.0242,10
2290,p1,1291,5.62053e-05,10.0193,10
2291,p1,1294,5.80205e-05,10.0224,10
2292,p1,1277,5.69135e-05,10.0349,10
2293,p1,1348,5.73398e-05,10.0414,10
2294,p1,1446,5.60564e-05,10.013,10
2295,p1,1212,5.55482e-05,9.98996,10
2296,p1,1279,5.28716e-05,9.97847,10
2297,p1,1420,5.24216e-05,10.0082,10
2298,p1,1320,5.67848e-05,9.98284,10
2299,p1,1327,5.5034e-05,10.0116,10
2300,p1,1326,5.46624e-05,10.0134,10
2301,p1,1310,5.54799e-05,9.99811,10
2302,p1,1366,5.31267e-05,10.0006,10
2303,p1,1384,5.47082e-05,10.0101,10
2304,p1,1223,5.37994e-05,10.0217,10
2305,p1,1297,5.55339e-05,10.0068,10
2306,p1,1281,5.50144e-05,10.0222,10
2307,p1,1283,5.37455e-05,9.99186,10
2308,p1,1410,5.40836e-05,9.98828,10
2309,p1,1446,5.52671e-05,10.0021,10
2310,p1,1226,5.10852e-05,9.97697,10
2311,p1,1310,5.04808e-05,9.99394,10
2312,p1,1419,4.99422e-05,9.9922,10
2313,p1,1305,4.8015e-05,10.0074,10
2314,p1,1265,5.2464e-05,10.0192,10
2315,p1,1263,5.33715e-05,10.0293,10
2316,p1,1271,5.11732e-05,10.0104,10
2317,p1,1293,5.1982e-05,10.0105,10
2318,p1,1374,5.30645e-05,10.0026,10
2319,p1,1121,5.24159e-05,10.0068,10
2320,p1,1247,5.19509e-05,10.005,10
2321,p1,1460,5.05213e-05,9.97876,10
2322,p1,1152,5.09274e-05,9.991,10
2323,p1,1156,5.10383e-05,10.0042,10
2324,p1,1389,5.12287e-05,9.99025,10
2325,p1,1394,5.14554e-05,9.95792,10
2326,p1,1331,4.72501e-05,9.9531,10
2327,p1,1267,5.06243e-05,9.96736,10
2328,p1,1292,5.05208e-05,9.98046,10
2329,p1,1459,5.32289e-05,9.97712,10
2330,p1,1312,4.99173e-05,9.98568,10
2331,p1,1133,4.86311e-05,9.9915,10
2332,p1,1440,4.75468e-05,9.98113,10
2333,p1,1455,5.0396e-05,9.99212,10
2334,p1,1232,4.96195e-05,9.98015,10
2335,p1,1366,5.02888e-05,9.98314,10
2336,p1,1462,5.17639e-05,9.99572,10
2337,p1,1359,4.63948e-05,9.96459,10
2338,p1,1295,4.6351e-05,9.98074,10
2339,p1,1312,4.724e-05,9.97337,10
2340,p1,1262,4.73359e-05,9.9542,10
2341,p1,1273,4.64942e-05,9.9785,10
2342,p1,1327,4.65037e-05,9.9625,10
2343,p1,1444,4.83293e-05,9.98522,10
2344,p1,1192,4.56392e-05,9.9762,10
2345,p1,1322,4.4293e-05,9.9643,10
2346,p1,1362,4.20404e-05,9.98528,10
2347,p1,1293,4.21909e-05,9.96876,10
2348,p1,1410,4.18309e-05,9.98328,10
2349,p1,1262,4.22992e-05,9.95238,10
2350,p1,1354,4.47675e-05,9.97137,10
2351,p1,1290,4.63271e-05,9.97428,10
2352,p1,1302,4.43067e-05,9.96137,10
2353,p1,1429,4.53133e-05,9.9715,10
2354,p1,1331,4.8368e-05,9.96299,10
2355,p1,1138,4.43889e-05,9.95874,10
2356,p1,1341,4.58999e-05,9.95157,10
2357,p1,1393,4.85056e-05,9.96753,10
2358,p1,1221,4.79811e-05,9.94493,10
2359,p1,1311,5.0801e-05,9.98039,10
2360,p1,1351,4.71405e-05,9.98357,10
2361,p1,1300,4.60862e-05,9.97816,10
2362,p1,1345,4.7744e-05,9.98158,10
2363,p1,1276,4.62576e-05,9.97331,10
2364,p1,1354,4.86966e-05,10.0002,10
2365,p1,1227,4.66869e-05,9.97304,10
2366,p1,1391,4.70653e-05,9.99875,10
2367,p1,1336,4.39199e-05,9.99236,10
2368,p1,1204,4.76699e-05,9.98926,10
2369,p1,1279,4.64765e-05,9.99993,10
2370,p1,1279,4.38476e-05,10.0012,10
2371,p1,1229,4.07814e-05,9.98476,10
2372,p1,1439,4.12269e-05,9.97648,10
2373,p1,1349,3.75858e-05,9.9935,10
2374,p1,1320,3.62977e-05,10.0063,10
2375,p1,1330,3.87734e-05,9.98685,10
2376,p1,1318,3.76125e-05,9.98057,10
2377,p1,1247,3.69187e-05,9.98569,10
2378,p1,1338,3.48542e-05,9.97205,10
